n02268443	dragonfly	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: darner dragonfly, emerald dragonfly, adult dragonfly, zone dragonfly, skimmer dragonfly, hawker dragonfly	[lemma] *: dragonfly in, dragonfly nymph, dragonfly or, dragonfly &#39;s, dragonfly larva, dragonfly and, dragonfly larvae, dragonfly is, dragonfly with, dragonfly nymphs	[lemma] in the *: 	* [lemma]: A dragonfly, the dragonfly, blue dragonfly, The dragonfly, a dragonfly, in dragonfly, large dragonfly, of dragonfly, adult dragonfly, and dragonfly	*_ADJ [lemma]: blue dragonfly, giant dragonfly, red dragonfly, small dragonfly, male dragonfly, large dragonfly, green dragonfly, adult dragonfly, winged dragonfly, young dragonfly
n03666591	ignitor	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: spark ignitor	[lemma] *: ignitor in, ignitor circuit, ignitor electrode, ignitor to, ignitor for, ignitor rod, ignitor of, ignitor is, ignitor current, ignitor and	[lemma] in the *: 	* [lemma]: _ ignitor, with ignitor, an ignitor, the ignitor, of ignitor, The ignitor, or ignitor, and ignitor, from ignitor, electric ignitor	*_ADJ [lemma]: fast ignitor, electric ignitor
n04389033	tank	[lemma] is *_VERB: tank is kept, tank is provided, tank is located, tank is connected	[lemma] was *_VERB: tank was hit, tank was constructed, tank was designed	*_NOUN [lemma]: storage tank, supply tank, steel tank, oil tank, surge tank, fuel tank, gas tank, settling tank, gasoline tank, water tank	[lemma] *: tank cars, tank and, tank of, tank for, tank is, tank with, tank in, tank to, tank was, tank or	[lemma] in the *: tank in the upper, tank in the attic, tank in the garden, tank in the roof, tank in the basement	* [lemma]: large tank, water tank, storage tank, a tank, of tank, septic tank, or tank, the tank, and tank, The tank	*_ADJ [lemma]: main tank, large tank, septic tank, water tank, open tank, small tank, great tank, cylindrical tank, German tank, first tank
n04389033	army tank	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: army tank was, army tank and, army tank battalion, army tank on, army tank battalions, army tank brigade, army tank corps, army tank brigades, army tank commander, army tank in	[lemma] in the *: 	* [lemma]: of army tank, an army tank, and army tank, one army tank, The army tank, old army tank, An army tank, two army tank, Israeli army tank, the army tank	*_ADJ [lemma]: old army tank, Israeli army tank, German army tank
n04389033	armored combat vehicle	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: 	[lemma] in the *: 	* [lemma]: an armored combat vehicle	*_ADJ [lemma]: 
n04389033	armoured combat vehicle	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: 	[lemma] in the *: 	* [lemma]: 	*_ADJ [lemma]: 
n07248320	book jacket	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: book jacket is, book jacket to, book jacket design, book jacket was, book jacket of, book jacket and, book jacket that, book jacket or, book jacket as, book jacket for	[lemma] in the *: 	* [lemma]: &#39;s book jacket, his book jacket, of book jacket, for book jacket, A book jacket, The book jacket, the book jacket, a book jacket, on book jacket, and book jacket	*_ADJ [lemma]: first book jacket, original book jacket, new book jacket
n07248320	dust cover	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: rubber dust cover, paper dust cover	[lemma] *: dust cover over, dust cover and, dust cover for, dust cover to, dust cover of, dust cover which, dust cover from, dust cover the, dust cover is, dust cover on	[lemma] in the *: 	* [lemma]: the dust cover, and dust cover, _ dust cover, or dust cover, a dust cover, its dust cover, plastic dust cover, The dust cover, with dust cover, of dust cover	*_ADJ [lemma]: new dust cover, front dust cover, protective dust cover, white dust cover, plastic dust cover
n07248320	dust jacket	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: paper dust jacket, book dust jacket	[lemma] *: dust jacket and, dust jacket of, dust jacket as, dust jacket on, dust jacket with, dust jacket is, dust jacket _, dust jacket for, dust jacket was, dust jacket printed	[lemma] in the *: 	* [lemma]: the dust jacket, with dust jacket, &#39;s dust jacket, original dust jacket, _ dust jacket, a dust jacket, The dust jacket, in dust jacket, and dust jacket, its dust jacket	*_ADJ [lemma]: yellow dust jacket, green dust jacket, original dust jacket, front dust jacket, new dust jacket, pictorial dust jacket, white dust jacket, blue dust jacket, laminated dust jacket, colored dust jacket
n07248320	dust wrapper	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: dust wrapper for, dust wrapper is, dust wrapper and, dust wrapper of	[lemma] in the *: 	* [lemma]: a dust wrapper, with dust wrapper, original dust wrapper, The dust wrapper, in dust wrapper, the dust wrapper	*_ADJ [lemma]: original dust wrapper
n02930766	cab	[lemma] is *_VERB: cab is taken, cab is built, cab is waiting, cab is mounted, cab is provided, cab is licensed	[lemma] was *_VERB: cab was stopped, cab was standing, cab was sent, cab was passing, cab was going, cab was called, cab was waiting, cab was drawn, cab was gone, cab was driven	*_NOUN [lemma]: motor cab, taxi cab, truck cab, hackney cab, London cab, engine cab, Hansom cab, angle cab, horse cab, hansom cab	[lemma] *: cab in, cab was, cab with, cab drivers, cab and, cab of, cab to, cab at, cab for, cab driver	[lemma] in the *: cab in the morning, cab in the rain, cab in the station, cab in the Rue, cab in the city, cab in the street, cab in the Strand, cab in the first, cab in the streets	* [lemma]: the cab, of cab, his cab, The cab, &#39;s cab, my cab, A cab, hansom cab, a cab, and cab	*_ADJ [lemma]: closed cab, other cab, locomotive cab, first cab, wheeled cab, passing cab, empty cab, old cab, red cab, open cab
n02930766	hack	[lemma] is *_VERB: hack is turned	[lemma] was *_VERB: hack was called, hack was waiting, hack was produced, hack was standing, hack was turned, hack was driven	*_NOUN [lemma]: power hack, park hack, men hack, way hack, Street hack, mail hack, time hack, years hack, newspaper hack, party hack	[lemma] *: hack again, hack saw, hack writer, hack work, hack of, hack at, hack the, hack to, hack in, hack and	[lemma] in the *: hack in the early, hack in the city, hack in the country, hack in the days, hack in the direction, hack in the morning	* [lemma]: &#39;s hack, a hack, The hack, of hack, and hack, go hack, literary hack, the hack, his hack, to hack	*_ADJ [lemma]: sorry hack, mere hack, poor hack, miserable hack, old hack, good hack, common hack, literary hack, public hack, political hack
n02930766	taxi	[lemma] is *_VERB: taxi is parked, taxi is waiting, taxi is going, taxi is stopped, taxi is required, taxi is coming, taxi is moving, taxi is needed	[lemma] was *_VERB: taxi was moving, taxi was parked, taxi was coming, taxi was called, taxi was gone, taxi was passing, taxi was standing, taxi was waiting, taxi was stopped, taxi was held	*_NOUN [lemma]: water taxi, air taxi, airport taxi, Air taxi, service taxi, ride taxi, London taxi, bush taxi, Paris taxi, York taxi	[lemma] *: taxi for, taxi drivers, taxi service, taxi in, taxi and, taxi was, taxi or, taxi driver, taxi to, taxi from	[lemma] in the *: taxi in the town, taxi in the city, taxi in the square, taxi in the rain, taxi in the morning, taxi in the direction, taxi in the streets, taxi in the Rue, taxi in the street	* [lemma]: a taxi, the taxi, A taxi, to taxi, The taxi, his taxi, by taxi, of taxi, and taxi, or taxi	*_ADJ [lemma]: short taxi, local taxi, minute taxi, old taxi, same taxi, empty taxi, other taxi, yellow taxi, first taxi, black taxi
n02930766	taxicab	[lemma] is *_VERB: taxicab is waiting	[lemma] was *_VERB: taxicab was parked, taxicab was waiting	*_NOUN [lemma]: Paris taxicab, city taxicab, Renault taxicab, Boston taxicab, Chicago taxicab, City taxicab, Ford taxicab, York taxicab, Checker taxicab, London taxicab	[lemma] *: taxicab company, taxicab to, taxicab companies, taxicab and, taxicab service, taxicab or, taxicab drivers, taxicab driver, taxicab in, taxicab was	[lemma] in the *: taxicab in the city	* [lemma]: A taxicab, The taxicab, for taxicab, a taxicab, his taxicab, the taxicab, by taxicab, or taxicab, of taxicab, and taxicab	*_ADJ [lemma]: empty taxicab, yellow taxicab, public taxicab, old taxicab, such taxicab, local taxicab, other taxicab, new taxicab, fide taxicab, first taxicab
n02641379	gar	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: es gar, man gar, hat gar, wind gar, wad gar, Alligator gar, war gar, alligator gar, wedding gar	[lemma] *: gar the, gar den, gar him, gar nicht, gar keine, gar them, gar nichts, gar me, gar and, gar zu	[lemma] in the *: 	* [lemma]: _ gar, by gar, the gar, and gar, The gar, of gar, und gar, a gar, to gar, oder gar	*_ADJ [lemma]: little gar, beautiful gar, white gar, vul gar, small gar, other gar, nosed gar, large gar, French gar, longnose gar
n02641379	garfish	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: sea garfish	[lemma] *: garfish olfactory, garfish scales, garfish are, garfish is, garfish which, garfish in, garfish or, garfish with, garfish and, garfish of	[lemma] in the *: 	* [lemma]: or garfish, _ garfish, and garfish, the garfish, small garfish, a garfish, for garfish, as garfish, The garfish, of garfish	*_ADJ [lemma]: small garfish, large garfish, nosed garfish
n02641379	garpike	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: garpike and, garpike of	[lemma] in the *: 	* [lemma]: The garpike, and garpike, the garpike, of garpike, a garpike, or garpike	*_ADJ [lemma]: 
n02641379	billfish	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: billfish or, billfish stocks, billfish to, billfish in, billfish are, billfish is, billfish and, billfish species, billfish that, billfish on	[lemma] in the *: 	* [lemma]: of billfish, or billfish, in billfish, on billfish, and billfish, a billfish, other billfish, The billfish, the billfish, for billfish	*_ADJ [lemma]: big billfish, largest billfish, large billfish, first billfish, other billfish, giant billfish, annual billfish
n02641379	Lepisosteus osseus	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: gar Lepisosteus osseus	[lemma] *: Lepisosteus osseus and	[lemma] in the *: 	* [lemma]: gar Lepisosteus osseus, _ Lepisosteus osseus	*_ADJ [lemma]: 
n03841143	odometer	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: vehicle odometer, Trip odometer, automobile odometer, bicycle odometer, trip odometer, mileage odometer, car odometer	[lemma] *: odometer to, odometer in, odometer or, odometer readings, odometer and, odometer on, odometer reading, odometer was, odometer is, odometer of	[lemma] in the *: odometer in the car	* [lemma]: an odometer, trip odometer, The odometer, &#39;s odometer, and odometer, his odometer, your odometer, the odometer, or odometer, by odometer	*_ADJ [lemma]: accurate odometer, false odometer, new odometer, first odometer, mechanical odometer, federal odometer, special odometer, binary odometer, electronic odometer, current odometer
n03841143	hodometer	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: hodometer or	[lemma] in the *: 	* [lemma]: The hodometer, or hodometer, a hodometer, the hodometer	*_ADJ [lemma]: 
n03841143	mileometer	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: mileometer and	[lemma] in the *: 	* [lemma]: the mileometer, a mileometer	*_ADJ [lemma]: 
n03841143	milometer	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: milometer on	[lemma] in the *: 	* [lemma]: the milometer, a milometer, The milometer	*_ADJ [lemma]: 
n04347754	submarine	[lemma] is *_VERB: submarine is moving, submarine is sighted, submarine is required, submarine is designed, submarine is equipped, submarine is known, submarine is submerged, submarine is built	[lemma] was *_VERB: submarine was sighted, submarine was lost, submarine was going, submarine was destroyed, submarine was reported, submarine was sunk, submarine was lying	*_NOUN [lemma]: missile submarine, enemy submarine, H.M. submarine, U.S. submarine, attack submarine, States submarine, class submarine, S. submarine, Navy submarine, midget submarine	[lemma] *: submarine cables, submarine cable, submarine and, submarine warfare, submarine is, submarine in, submarine campaign, submarine had, submarine attack, submarine was	[lemma] in the *: submarine in the vicinity, submarine in the Atlantic, submarine in the North, submarine in the Mediterranean, submarine in the Pacific, submarine in the area, submarine in the Channel, submarine in the English	* [lemma]: and submarine, for submarine, of submarine, unrestricted submarine, The submarine, German submarine, in submarine, a submarine, by submarine, the submarine	*_ADJ [lemma]: unrestricted submarine, ruthless submarine, nuclear submarine, first submarine, new submarine, American submarine, other submarine, German submarine, Japanese submarine, British submarine
n04347754	pigboat	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: 	[lemma] in the *: 	* [lemma]: the pigboat, a pigboat	*_ADJ [lemma]: 
n04347754	sub	[lemma] is *_VERB: sub is followed, sub is installed, sub is going, sub is prefixed	[lemma] was *_VERB: sub was running, sub was moving, sub was lost, sub was sighted, sub was going, sub was destroyed, sub was sunk	*_NOUN [lemma]: Shell sub, time sub, Leaves sub, jam sub, things sub, grounds sub, Pakistan sub, I. sub, case sub, clay sub	[lemma] *: sub rosa, sub ann, sub silentio, sub anno, sub voce, sub ject, sub nomine, sub specie, sub judice, sub nom	[lemma] in the *: sub in the area	* [lemma]: and sub, The sub, of sub, _ sub, the sub, or sub, this sub, a sub, under sub, in sub	*_ADJ [lemma]: different sub, same sub, several sub, such sub, first sub, Indian sub, other sub, many sub, various sub, new sub
n04347754	U-boat	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: U - boat &#39;s, U - boat campaign, U - boat war, U - boat had, U - boat was, U - boat warfare, U - boat and, U - boat commanders, U - boat commander, U - boat in	[lemma] in the *: 	* [lemma]: The U - boat, the U - boat, unrestricted U - boat, German U - boat, by U - boat, _ U - boat, and U - boat, of U - boat, one U - boat, a U - boat	*_ADJ [lemma]: 
n03494278	harmonica	[lemma] is *_VERB: harmonica is played	[lemma] was *_VERB: harmonica was invented, harmonica was playing	*_NOUN [lemma]: toy harmonica, Glass harmonica, blues harmonica, silver harmonica, Hohner harmonica, De harmonica, Colluricincla harmonica, Trias harmonica, mouth harmonica, glass harmonica	[lemma] *: harmonica with, harmonica was, harmonica in, harmonica playing, harmonica player, harmonica or, harmonica and, harmonica players, harmonica is, harmonica to	[lemma] in the *: harmonica in the key	* [lemma]: his harmonica, glass harmonica, The harmonica, a harmonica, &#39;s harmonica, or harmonica, and harmonica, of harmonica, an harmonica, the harmonica	*_ADJ [lemma]: large harmonica, chemical harmonica, electric harmonica, small harmonica, little harmonica, new harmonica, old harmonica, chromatic harmonica, Colluricincla harmonica, other harmonica
