n02268443	dragonfly	[lemma] was *_VERB: 	[lemma] is *_VERB: dragonfly is called, dragonfly is shown	*_ADJ [lemma]: adult dragonfly, blue dragonfly, giant dragonfly, green dragonfly, large dragonfly, male dragonfly, red dragonfly, small dragonfly, winged dragonfly, young dragonfly	[lemma] in the *: 	*_NOUN [lemma]: adult dragonfly, darner dragonfly, emerald dragonfly, hawker dragonfly, skimmer dragonfly, zone dragonfly
n07753275	ananas	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: Bromelia ananas, outspreading ananas, ripe ananas, wild ananas	[lemma] in the *: 	*_NOUN [lemma]: Bromelia ananas, E. ananas, Erwinia ananas, L&#39; ananas, bromelia ananas, l&#39; ananas, pineapple ananas
n01697457	African crocodile	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: West African crocodile	[lemma] in the *: 	*_NOUN [lemma]: 
n01697457	Nile crocodile	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: female Nile crocodile	[lemma] in the *: 	*_NOUN [lemma]: 
n01697457	Crocodylus niloticus	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: crocodile Crocodylus niloticus
n02129604	tiger	[lemma] was *_VERB: tiger was brought, tiger was caught, tiger was coming, tiger was found, tiger was heard, tiger was killed, tiger was lying, tiger was roused, tiger was seen, tiger was shot	[lemma] is *_VERB: tiger is called, tiger is drowned, tiger is found, tiger is killed, tiger is known, tiger is said, tiger is seen, tiger is separated, tiger is supposed, tiger is worshipped	*_ADJ [lemma]: American tiger, Bengal tiger, eating tiger, hungry tiger, large tiger, old tiger, royal tiger, toothed tiger, wounded tiger, young tiger	[lemma] in the *: tiger in the East, tiger in the act, tiger in the cage, tiger in the forest, tiger in the jungle, tiger in the jungles, tiger in the neighbourhood, tiger in the night, tiger in the same, tiger in the town	*_NOUN [lemma]: Bengal tiger, Isabella tiger, O tiger, baby tiger, cave tiger, jungle tiger, mother tiger, paper tiger, tooth tiger, water tiger
n02129604	Panthera tigris	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: Tiger Panthera tigris, species Panthera tigris, tiger Panthera tigris
n03085013	computer keyboard	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: conventional computer keyboard, laptop computer keyboard, new computer keyboard, normal computer keyboard, personal computer keyboard, regular computer keyboard, small computer keyboard, standard computer keyboard, traditional computer keyboard, typical computer keyboard	[lemma] in the *: 	*_NOUN [lemma]: desktop computer keyboard
n03085013	keypad	[lemma] was *_VERB: 	[lemma] is *_VERB: keypad is designed, keypad is located, keypad is pressed, keypad is set, keypad is shown, keypad is used	*_ADJ [lemma]: Numeric keypad, alphanumeric keypad, held keypad, hexadecimal keypad, key keypad, numeric keypad, numerical keypad, simple keypad, small keypad, special keypad	[lemma] in the *: 	*_NOUN [lemma]: Numeric keypad, calculator keypad, control keypad, cursor keypad, function keypad, hex keypad, number keypad, phone keypad, telephone keypad, tone keypad
n07718472	cucumber	[lemma] was *_VERB: cucumber was seen	[lemma] is *_VERB: cucumber is cut, cucumber is grown, cucumber is used	*_ADJ [lemma]: common cucumber, large cucumber, old cucumber, pickled cucumber, sliced cucumber, small cucumber, spotted cucumber, striped cucumber, wild cucumber, young cucumber	[lemma] in the *: cucumber in the hands, cucumber in the other	*_NOUN [lemma]: Peel cucumber, Sea cucumber, cup cucumber, garden cucumber, medium cucumber, pickling cucumber, sea cucumber, slices cucumber, snake cucumber, star cucumber
n07718472	cuke	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: Le cuke	[lemma] in the *: 	*_NOUN [lemma]: 
n07693725	bagel	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: buttered bagel, first bagel, fresh bagel, frozen bagel, hot bagel, plain bagel, stale bagel, toasted bagel, wheat bagel, whole bagel	[lemma] in the *: bagel in the morning, bagel in the other, bagel in the toaster	*_NOUN [lemma]: cheese bagel, morning bagel, onion bagel, pumpernickel bagel, raisin bagel, seed bagel, sesame bagel, water bagel, wheat bagel, word bagel
n07693725	beigel	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n02727426	apiary	[lemma] was *_VERB: 	[lemma] is *_VERB: apiary is located, apiary is redolent, apiary is situated	*_ADJ [lemma]: entire apiary, extensive apiary, large apiary, neighbouring apiary, new apiary, other apiary, own apiary, same apiary, small apiary, whole apiary	[lemma] in the *: 	*_NOUN [lemma]: home apiary, house apiary, model apiary, state apiary
n02727426	bee house	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n03908618	pencil box	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: new pencil box, plastic pencil box, red pencil box, wooden pencil box	[lemma] in the *: 	*_NOUN [lemma]: 
n03908618	pencil case	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: gold pencil case, little pencil case, new pencil case, plastic pencil case, silver pencil case, wooden pencil case	[lemma] in the *: 	*_NOUN [lemma]: gold pencil case, silver pencil case
n03854065	organ	[lemma] was *_VERB: organ was built, organ was erected, organ was found, organ was installed, organ was made, organ was placed, organ was played, organ was playing, organ was purchased, organ was removed	[lemma] is *_VERB: organ is affected, organ is called, organ is composed, organ is enlarged, organ is formed, organ is found, organ is increased, organ is made, organ is placed, organ is situated	*_ADJ [lemma]: central organ, great organ, important organ, internal organ, new organ, official organ, other organ, particular organ, same organ, whole organ	[lemma] in the *: organ in the Church, organ in the animal, organ in the body, organ in the brain, organ in the chapel, organ in the church, organ in the form, organ in the human, organ in the same, organ in the world	*_NOUN [lemma]: barrel organ, church organ, enamel organ, end organ, house organ, mouth organ, party organ, pipe organ, sense organ, target organ
n03854065	pipe organ	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: fine pipe organ, first pipe organ, great pipe organ, huge pipe organ, large pipe organ, magnificent pipe organ, manual pipe organ, new pipe organ, old pipe organ, small pipe organ	[lemma] in the *: pipe organ in the chapel, pipe organ in the church, pipe organ in the country, pipe organ in the world	*_NOUN [lemma]: Austin pipe organ, Estey pipe organ, Kimball pipe organ, Moller pipe organ, Skinner pipe organ, Wurlitzer pipe organ, church pipe organ, dollar pipe organ, theater pipe organ, theatre pipe organ
n02457408	three-toed sloth	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n02457408	ai	[lemma] was *_VERB: 	[lemma] is *_VERB: ai is called, ai is determined, ai is found, ai is given, ai is known, ai is pronounced, ai is represented, ai is said, ai is taken, ai is used	*_ADJ [lemma]: Greek ai, fine ai, good ai, great ai, long ai, much ai, other ai, relative ai, same ai, such ai	[lemma] in the *: ai in the case, ai in the first, ai in the same	*_NOUN [lemma]: Carlo ai, J ai, Martino ai, angle ai, base ai, coefficients ai, diphthong ai, diphthongs ai, e ai
n02457408	Bradypus tridactylus	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n03028079	church	[lemma] was *_VERB: church was built, church was crowded, church was dedicated, church was erected, church was established, church was filled, church was formed, church was founded, church was organized, church was rebuilt	[lemma] is *_VERB: church is built, church is called, church is dedicated, church is described, church is divided, church is founded, church is made, church is represented, church is said, church is situated	*_ADJ [lemma]: Catholic church, Christian church, Roman church, Romish church, ancient church, new church, old church, parish church, primitive church, whole church	[lemma] in the *: church in the United, church in the afternoon, church in the city, church in the morning, church in the same, church in the time, church in the town, church in the village, church in the wilderness, church in the world	*_NOUN [lemma]: Episcopal church, Methodist church, abbey church, cathedral church, country church, mother church, parish church, state church, stone church, village church
n03028079	church building	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: Protestant church building, first church building, little church building, modern church building, new church building, old church building, oldest church building, present church building, second church building, small church building	[lemma] in the *: church building in the Middle, church building in the North, church building in the United, church building in the city, church building in the country, church building in the county, church building in the state, church building in the town, church building in the village, church building in the world	*_NOUN [lemma]: Episcopal church building, Methodist church building, Science church building, brick church building, country church building, frame church building, log church building, mission church building, stone church building, union church building
n03594945	jeep	[lemma] was *_VERB: jeep was being, jeep was blown, jeep was coming, jeep was driven, jeep was hit, jeep was loaded, jeep was parked, jeep was standing, jeep was stopped, jeep was waiting	[lemma] is *_VERB: jeep is coming, jeep is going, jeep is gone, jeep is parked, jeep is waiting	*_ADJ [lemma]: American jeep, first jeep, lead jeep, military jeep, new jeep, old jeep, open jeep, other jeep, own jeep, second jeep	[lemma] in the *: jeep in the courtyard, jeep in the direction, jeep in the distance, jeep in the garage, jeep in the lead, jeep in the middle, jeep in the morning, jeep in the parking, jeep in the shade, jeep in the village	*_NOUN [lemma]: Army jeep, MP jeep, ambulance jeep, army jeep, command jeep, drive jeep, government jeep, patrol jeep, police jeep, radio jeep
n03594945	landrover	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: old landrover, open landrover	[lemma] in the *: 	*_NOUN [lemma]: army landrover, police landrover
n04346328	stupa	[lemma] was *_VERB: stupa was being, stupa was built, stupa was constructed, stupa was discovered, stupa was enlarged, stupa was erected, stupa was found, stupa was opened, stupa was raised, stupa was surrounded	[lemma] is *_VERB: stupa is built, stupa is called, stupa is known, stupa is located, stupa is made, stupa is placed, stupa is said, stupa is seen, stupa is situated, stupa is surrounded	*_ADJ [lemma]: Buddhist stupa, Indian stupa, central stupa, famous stupa, great stupa, large stupa, main stupa, miniature stupa, small stupa, votive stupa	[lemma] in the *: stupa in the apse, stupa in the center, stupa in the centre, stupa in the form, stupa in the middle, stupa in the world	*_NOUN [lemma]: Amaravati stupa, Bharhut stupa, Borobudur stupa, Dhamek stupa, Dharmarajika stupa, Jain stupa, Sanchi stupa, brick stupa, stone stupa, word stupa
n04346328	tope	[lemma] was *_VERB: tope was built, tope was erected, tope was opened	[lemma] is *_VERB: 	*_ADJ [lemma]: Buddhist tope, Indian tope, adjoining tope, fine tope, great tope, large tope, magnificent tope, mango tope, mangoe tope, small tope	[lemma] in the *: 	*_NOUN [lemma]: Amaravati tope, Amravati tope, Asoka tope, Manikyala tope, Sanchi tope, mountain tope, poly tope, stone tope, tree tope, word tope
n03935335	piggy bank	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: big piggy bank, first piggy bank, large piggy bank, little piggy bank, new piggy bank, old piggy bank, own piggy bank, personal piggy bank, plastic piggy bank, special piggy bank	[lemma] in the *: 	*_NOUN [lemma]: china piggy bank, clay piggy bank, family piggy bank, glass piggy bank
n03935335	penny bank	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n03733281	maze	[lemma] was *_VERB: maze was built, maze was constructed, maze was covered, maze was learned, maze was made, maze was mastered, maze was placed, maze was rotated, maze was run, maze was used	[lemma] is *_VERB: maze is called, maze is constructed, maze is covered, maze is given, maze is learned, maze is made, maze is rotated, maze is shown, maze is traversed, maze is used	*_ADJ [lemma]: bewildering maze, complex maze, complicated maze, endless maze, inextricable maze, intricate maze, mighty maze, perfect maze, perplexing maze, tangled maze	[lemma] in the *: maze in the air, maze in the dark, maze in the first, maze in the form, maze in the garden, maze in the gardens, maze in the middle, maze in the same, maze in the shape, maze in the usual	*_NOUN [lemma]: Court maze, Porteus maze, T maze, Y maze, alley maze, arm maze, finger maze, pencil maze, stylus maze, water maze
n03733281	labyrinth	[lemma] was *_VERB: labyrinth was built, labyrinth was constructed, labyrinth was designed, labyrinth was destroyed, labyrinth was found, labyrinth was laid, labyrinth was made, labyrinth was removed, labyrinth was used	[lemma] is *_VERB: labyrinth is affected, labyrinth is composed, labyrinth is contained, labyrinth is destroyed, labyrinth is divided, labyrinth is filled, labyrinth is formed, labyrinth is involved, labyrinth is lined, labyrinth is removed	*_ADJ [lemma]: bony labyrinth, dark labyrinth, endless labyrinth, inextricable labyrinth, intricate labyrinth, membranous labyrinth, osseous labyrinth, perfect labyrinth, vast labyrinth, whole labyrinth	[lemma] in the *: labyrinth in the ear, labyrinth in the floor, labyrinth in the form, labyrinth in the inner, labyrinth in the middle, labyrinth in the mire, labyrinth in the rhesus, labyrinth in the very, labyrinth in the vestibule, labyrinth in the world	*_NOUN [lemma]: carotid labyrinth, ear labyrinth, ending labyrinth, forest labyrinth, island labyrinth, living labyrinth, mountain labyrinth, stone labyrinth, tender labyrinth, word labyrinth
n02256656	cicada	[lemma] was *_VERB: cicada was singing	[lemma] is *_VERB: cicada is found, cicada is heard, cicada is produced, cicada is singing	*_ADJ [lemma]: Periodical cicada, adult cicada, female cicada, golden cicada, male cicada, periodical cicada, shrill cicada, single cicada, year cicada, young cicada	[lemma] in the *: 	*_NOUN [lemma]: autumn cicada, bladder cicada, desert cicada, evening cicada, genus cicada, jade cicada, summer cicada, year cicada
