"relevance"	"synsetid"	"queryexpansion"
0.0584758197	"n02747177"	"old dustbin"
0.0582083598	"n02747177"	"domestic dustbin"
0	"n02747177"	
0	"n02747177"	
0	"n02747177"	
0	"n02747177"	
0.1619631159	"n02749479"	"semiautomatic assault rifle"
0.1588419629	"n02749479"	"automatic assault rifle"
0.1570291255	"n02749479"	"Kalashnikov assault rifle"
0.1397126022	"n02749479"	"military assault rifle"
0.1324076245	"n02749479"	"heavy assault gun"
0.1322981064	"n02749479"	"modern assault rifle"
0.1318292004	"n02749479"	"assault rifle in the other"
0.1214773142	"n02749479"	"assault rifle in the world"
0.1195822222	"n02749479"	"Russian assault rifle"
0.1192883741	"n02749479"	"FN assault rifle"
0.1191949382	"n02749479"	"G3 assault rifle"
0.1162566417	"n02749479"	"Soviet assault rifle"
0.1157750597	"n02749479"	"AK assault rifle"
0.114784436	"n02749479"	"III assault gun"
0.1045716568	"n02749479"	"FAL assault rifle"
0.102872555	"n02749479"	"74 assault rifle"
0.102872555	"n02749479"	"47 assault rifle"
0.102872555	"n02749479"	"16 assault rifle"
0.102872555	"n02749479"	"15 assault rifle"
0.102872555	"n02749479"	"7.62mm assault rifle"
0.102872555	"n02749479"	"Galil assault rifle"
0.102872555	"n02749479"	"M16 assault rifle"
0.102872555	"n02749479"	"AKM assault rifle"
0.102872555	"n02749479"	"AK47 assault rifle"
0.1025421128	"n02749479"	"German assault gun"
0.1684243413	"n02769748"	"knapsack in the back"
0.1684243413	"n02769748"	"backpack in the back"
0.1684243413	"n02769748"	"rucksack in the back"
0.1528401348	"n02769748"	"knapsack in the other"
0.1528401348	"n02769748"	"backpack in the other"
0.1510763021	"n02769748"	"backpack in the front"
0.1465326773	"n02769748"	"knapsack in the middle"
0.1465326773	"n02769748"	"backpack in the middle"
0.1416436387	"n02769748"	"backpack in the trunk"
0.1382842064	"n02769748"	"backpack in the car"
0.1382501081	"n02769748"	"backpack in the closet"
0.1346725831	"n02769748"	"knapsack in the corner"
0.1346725831	"n02769748"	"backpack in the corner"
0.1346725831	"n02769748"	"rucksack in the corner"
0.1310726178	"n02769748"	"heavy back pack"
0.1307867838	"n02769748"	"knapsack in the future"
0.1299315383	"n02769748"	"backpack in the mountains"
0.1281798767	"n02769748"	"small back pack"
0.1275867527	"n02769748"	"backpack in the hall"
0.1273760345	"n02769748"	"own knapsack"
0.1273760345	"n02769748"	"own backpack"
0.1273760345	"n02769748"	"own rucksack"
0.1273760345	"n02769748"	"own haversack"
0.1236588364	"n02769748"	"large back pack"
0.1206709137	"n02769748"	"little knapsack"
0.1206709137	"n02769748"	"little rucksack"
0.1206709137	"n02769748"	"little haversack"
0.1194203179	"n02769748"	"knapsack in the Union"
0.1142004357	"n02769748"	"full rucksack"
0.1142004357	"n02769748"	"full haversack"
0.1128036211	"n02769748"	"day backpack"
0.1121631106	"n02769748"	"cloth knapsack"
0.1121631106	"n02769748"	"cloth haversack"
0.1085611512	"n02769748"	"backpack was stuffed"
0.1084128514	"n02769748"	"knapsack was strapped"
0.1084128514	"n02769748"	"rucksack was strapped"
0.1067437696	"n02769748"	"frame backpack"
0.1067437696	"n02769748"	"frame rucksack"
0.1054211273	"n02769748"	"heavy knapsack"
0.1054211273	"n02769748"	"heavy backpack"
0.1054211273	"n02769748"	"heavy rucksack"
0.1054211273	"n02769748"	"heavy packsack"
0.105151694	"n02769748"	"big rucksack"
0.1048829996	"n02769748"	"backpack was sitting"
0.1039093732	"n02769748"	"knapsack is strapped"
0.1022053037	"n02769748"	"knapsack was slung"
0.1022053037	"n02769748"	"backpack was slung"
0.1022053037	"n02769748"	"rucksack was slung"
0.1017264554	"n02769748"	"knapsack was gone"
0.1017264554	"n02769748"	"backpack was gone"
0.1017264554	"n02769748"	"haversack was gone"
0.1009978697	"n02769748"	"knapsack was found"
0.1009978697	"n02769748"	"backpack was found"
0.0992223731	"n02769748"	"backpack was missing"
0.0978434905	"n02769748"	"nylon backpack"
0.0978434905	"n02769748"	"nylon rucksack"
0.0974414258	"n02769748"	"red backpack"
0.0972229772	"n02769748"	"backpack is gone"
0.0970178535	"n02769748"	"empty knapsack"
0.0970178535	"n02769748"	"empty rucksack"
0.0970178535	"n02769748"	"empty haversack"
0.0967429039	"n02769748"	"small knapsack"
0.0967429039	"n02769748"	"small backpack"
0.0967429039	"n02769748"	"small rucksack"
0.0967429039	"n02769748"	"small haversack"
0.0967429039	"n02769748"	"small packsack"
0.0964843968	"n02769748"	"knapsack was filled"
0.0964843968	"n02769748"	"backpack was filled"
0.0964843968	"n02769748"	"haversack was filled"
0.0943089018	"n02769748"	"knapsack is made"
0.0932597723	"n02769748"	"knapsack was packed"
0.0932597723	"n02769748"	"rucksack was packed"
0.0931992888	"n02769748"	"blue backpack"
0.0919809186	"n02769748"	"knapsack is filled"
0.0919809186	"n02769748"	"backpack is filled"
0.088682519	"n02769748"	"leather knapsack"
0.088682519	"n02769748"	"leather backpack"
0.088682519	"n02769748"	"leather rucksack"
0.088682519	"n02769748"	"leather haversack"
0.0886351841	"n02769748"	"backpack was lying"
0.087476842	"n02769748"	"rubber knapsack"
0.0868908743	"n02769748"	"filled knapsack"
0.0868908743	"n02769748"	"filled haversack"
0.0863691581	"n02769748"	"backpack was stolen"
0.0860160262	"n02769748"	"pound backpack"
0.0860160262	"n02769748"	"pound rucksack"
0.0842838081	"n02769748"	"mask haversack"
0.0831797831	"n02769748"	"large knapsack"
0.0831797831	"n02769748"	"large backpack"
0.0831797831	"n02769748"	"large rucksack"
0.0831797831	"n02769748"	"large haversack"
0.0831797831	"n02769748"	"large packsack"
0.082900276	"n02769748"	"knapsack was opened"
0.0801121447	"n02769748"	"light knapsack"
0.0801121447	"n02769748"	"light rucksack"
0.0791311489	"n02769748"	"green backpack"
0.0758795263	"n02769748"	"new backpack"
0.075346996	"n02769748"	"canvas knapsack"
0.075346996	"n02769748"	"canvas backpack"
0.075346996	"n02769748"	"canvas rucksack"
0.075346996	"n02769748"	"canvas haversack"
0.075346996	"n02769748"	"canvas packsack"
0.0734707323	"n02769748"	"baby backpack"
0.0688114276	"n02769748"	"mountain rucksack"
0.06814084	"n02769748"	"weekend backpack"
0.067502088	"n02769748"	"linen haversack"
0.0666030897	"n02769748"	"khaki rucksack"
0.0651949482	"n02769748"	"cotton haversack"
0.0637005591	"n02769748"	"rocket backpack"
0.0635790902	"n02769748"	"school backpack"
0.0628102956	"n02769748"	"support backpack"
0.0624018412	"n02769748"	"old knapsack"
0.0624018412	"n02769748"	"old rucksack"
0.0624018412	"n02769748"	"old haversack"
0.0617036877	"n02769748"	"skin knapsack"
0.0587452233	"n02769748"	"sheepskin knapsack"
0.0548846513	"n02769748"	"jet backpack"
0.0540634375	"n02769748"	"army knapsack"
0.0540634375	"n02769748"	"Army rucksack"
0.0540634375	"n02769748"	"army rucksack"
0.0540634375	"n02769748"	"army haversack"
0.0540634375	"n02769748"	"Army haversack"
0.0527528215	"n02769748"	"trapdoor knapsack"
0.0509528227	"n02769748"	"regulation knapsack"
0.0494912844	"n02769748"	"capacious haversack"
0.0474451467	"n02769748"	"hospital knapsack"
0.0429068422	"n02769748"	"surgical haversack"
0.0390432135	"n02769748"	"respirator haversack"
0	"n02769748"	"leathern knapsack"
0	"n02769748"	"Bergen rucksack"
0.1642091002	"n02776631"	"bread bakery"
0.1286255443	"n02776631"	"cake bakery"
0.124762985	"n02776631"	"biscuit bakery"
0.1227503436	"n02776631"	"such bakehouse"
0.1187597798	"n02776631"	"bakery in the same"
0.1137513928	"n02776631"	"bakery was sold"
0.1136066528	"n02776631"	"other bakery"
0.1115564135	"n02776631"	"bakery in the world"
0.1098908198	"n02776631"	"bakery is being"
0.1090892626	"n02776631"	"bakery in the basement"
0.1081945732	"n02776631"	"bakery in the town"
0.1053816118	"n02776631"	"bakery in the morning"
0.1046672789	"n02776631"	"bakery in the city"
0.1043792481	"n02776631"	"small bakery"
0.1043792481	"n02776631"	"small bakeshop"
0.1043255985	"n02776631"	"bakery is owned"
0.1024616024	"n02776631"	"little bakery"
0.1024616024	"n02776631"	"little bakeshop"
0.102165482	"n02776631"	"bakery in the village"
0.0998139716	"n02776631"	"bakery is run"
0.0992955416	"n02776631"	"own bakery"
0.0992955416	"n02776631"	"own bakehouse"
0.0977067069	"n02776631"	"bakery in the Rue"
0.0975991727	"n02776631"	"bakery was being"
0.0965463423	"n02776631"	"bakery in the United"
0.096312732	"n02776631"	"bakery is located"
0.0955850836	"n02776631"	"sugar bakery"
0.0950760126	"n02776631"	"bakery in the rear"
0.0935545718	"n02776631"	"bakery is closed"
0.0911245848	"n02776631"	"bakery was built"
0.0876598397	"n02776631"	"large bakery"
0.0876598397	"n02776631"	"large bakehouse"
0.0869235811	"n02776631"	"bakery is carried"
0.0861582494	"n02776631"	"modern bakery"
0.0858159109	"n02776631"	"commercial bakery"
0.0854013646	"n02776631"	"bakery was added"
0.0853895592	"n02776631"	"local bakery"
0.0842060353	"n02776631"	"bakery was opened"
0.0840210849	"n02776631"	"bakery was located"
0.0812629247	"n02776631"	"bakery was closed"
0.0802905158	"n02776631"	"bakery was started"
0.079979114	"n02776631"	"cracker bakery"
0.0792437892	"n02776631"	"bakery was established"
0.0783781868	"n02776631"	"bakery was set"
0.0770277904	"n02776631"	"stone bakehouse"
0.0755174852	"n02776631"	"new bakery"
0.0755174852	"n02776631"	"new bakehouse"
0.0682661622	"n02776631"	"common bakehouse"
0.0669413844	"n02776631"	"neighborhood bakery"
0.0637379378	"n02776631"	"public bakehouse"
0.0590326333	"n02776631"	"steam bakery"
0.0548936821	"n02776631"	"manorial bakehouse"
0.0531050855	"n02776631"	"corner bakery"
0.0502663308	"n02776631"	"military bakehouse"
0.0453637505	"n02776631"	"old bakery"
0.0453637505	"n02776631"	"old bakehouse"
0.0446157889	"n02776631"	"field bakery"
0.0430059468	"n02776631"	"underground bakehouse"
0.0410071911	"n02776631"	"village bakery"
0.0410071911	"n02776631"	"village bakehouse"
0.0133896658	"n02776631"	"York bakeshop"
0.1263511202	"n02777292"	"beam in the form"
0.1239676778	"n02777292"	"beam in the roof"
0.1234129271	"n02777292"	"beam in the ceiling"
0.1214213363	"n02777292"	"beam in the same"
0.1195899724	"n02777292"	"beam in the barn"
0.1164374578	"n02777292"	"beam in the plane"
0.1161669738	"n02777292"	"beam in the house"
0.1149728634	"n02777292"	"beam in the direction"
0.1141642786	"n02777292"	"beam was used"
0.113903653	"n02777292"	"beam is used"
0.1127551206	"n02777292"	"beam in the middle"
0.108328861	"n02777292"	"beam in the eye"
0.1048144941	"n02777292"	"floor beam"
0.0959203522	"n02777292"	"horizontal beam"
0.0920467022	"n02777292"	"cantilever beam"
0.0914972096	"n02777292"	"laser beam"
0.0914972096	"n02777292"	"laser beam"
0.0868203427	"n02777292"	"steel beam"
0.0861460923	"n02777292"	"beam was placed"
0.0854778801	"n02777292"	"horizontal balance beam"
0.0847961069	"n02777292"	"beam is subjected"
0.0818731006	"n02777292"	"beam was found"
0.0813900408	"n02777292"	"beam was made"
0.0811294152	"n02777292"	"beam is made"
0.0804296255	"n02777292"	"beam is shown"
0.0794658756	"n02777292"	"beam was focused"
0.0793427601	"n02777292"	"beam is supported"
0.0782734083	"n02777292"	"beam was sent"
0.0768114596	"n02777292"	"beam was fixed"
0.076550834	"n02777292"	"beam is fixed"
0.076476775	"n02777292"	"beam was reflected"
0.0762986569	"n02777292"	"high balance beam"
0.0762161494	"n02777292"	"beam is reflected"
0.075035408	"n02777292"	"balance beam"
0.0741376063	"n02777292"	"beam was directed"
0.0738769807	"n02777292"	"beam is directed"
0.0738498581	"n02777292"	"beam is loaded"
0.073429783	"n02777292"	"foot balance beam"
0.0716991983	"n02777292"	"simple balance beam"
0.0707240135	"n02777292"	"continuous beam"
0.0683629887	"n02777292"	"simple beam"
0.0669614509	"n02777292"	"feet beam"
0.0658271693	"n02777292"	"low balance beam"
0.0646748088	"n02777292"	"long balance beam"
0.0633974406	"n02777292"	"narrow balance beam"
0.0633603031	"n02777292"	"light beam"
0.0617571039	"n02777292"	"electron beam"
0.0615143717	"n02777292"	"wide balance beam"
0.0609502072	"n02777292"	"beam was laid"
0.0586164476	"n02777292"	"inch balance beam"
0.0578271253	"n02777292"	"ion beam"
0.0577723594	"n02777292"	"parallel beam"
0.0565935955	"n02777292"	"beam is deflected"
0.0564151767	"n02777292"	"main beam"
0.0551270909	"n02777292"	"reference beam"
0.0517594733	"n02777292"	"narrow beam"
0.0492972298	"n02777292"	"incident beam"
0.0457411304	"n02777292"	"primary beam"
0.0155774875	"n02777292"	"ray beam"
0.1420128843	"n02782093"	"balloon in the air"
0.1320663995	"n02782093"	"balloon in the form"
0.1311227019	"n02782093"	"balloon in the same"
0.129483091	"n02782093"	"balloon in the sky"
0.1283434983	"n02782093"	"balloon in the atmosphere"
0.1272780392	"n02782093"	"balloon in the stomach"
0.1268422649	"n02782093"	"air balloon"
0.1268422649	"n02782093"	"air balloon"
0.1267879611	"n02782093"	"balloon in the middle"
0.1263110579	"n02782093"	"balloon in the shape"
0.1193476059	"n02782093"	"balloon is filled"
0.1191896815	"n02782093"	"balloon in the opposite"
0.116100824	"n02782093"	"large balloon"
0.1144957879	"n02782093"	"balloon in the esophagus"
0.1142815134	"n02782093"	"balloon was filled"
0.1122768417	"n02782093"	"balloon is attached"
0.1097746224	"n02782093"	"balloon is inflated"
0.1096605807	"n02782093"	"balloon is deflated"
0.1082820392	"n02782093"	"small balloon"
0.1057045783	"n02782093"	"inflated balloon"
0.10470853	"n02782093"	"balloon was inflated"
0.1046904579	"n02782093"	"balloon is rising"
0.1037847134	"n02782093"	"balloon was being"
0.1035447204	"n02782093"	"balloon is used"
0.1031255677	"n02782093"	"spherical balloon"
0.0984786279	"n02782093"	"balloon was used"
0.0938968148	"n02782093"	"balloon is placed"
0.093833419	"n02782093"	"balloon is blown"
0.0928810938	"n02782093"	"free balloon"
0.0916169314	"n02782093"	"balloon is made"
0.0884487782	"n02782093"	"balloon was brought"
0.0882497368	"n02782093"	"hydrogen balloon"
0.0875006901	"n02782093"	"balloon was seen"
0.0865508389	"n02782093"	"balloon was made"
0.085304204	"n02782093"	"rubber balloon"
0.0851536724	"n02782093"	"glass balloon"
0.0832761726	"n02782093"	"dirigible balloon"
0.0820351654	"n02782093"	"balloon was constructed"
0.0773995902	"n02782093"	"balloon is released"
0.0767221387	"n02782093"	"kite balloon"
0.076180558	"n02782093"	"balloon was sent"
0.0743887956	"n02782093"	"toy balloon"
0.0734600493	"n02782093"	"first balloon"
0.0681515313	"n02782093"	"balloon was launched"
0.0677446605	"n02782093"	"fire balloon"
0.0612987632	"n02782093"	"captive balloon"
0.0574817022	"n02782093"	"pilot balloon"
0.0567281191	"n02782093"	"observation balloon"
0.0287983303	"n02782093"	"trial balloon"
0.0278662917	"n02782093"	"aortic balloon"
0.1723771924	"n02783161"	"plastic ballpoint pen"
0.1639781224	"n02783161"	"blue ballpoint pen"
0.1586219145	"n02783161"	"red ballpoint pen"
0.1545749184	"n02783161"	"black ballpoint pen"
0.1490026586	"n02783161"	"silver ballpoint pen"
0.1452391865	"n02783161"	"empty ballpoint pen"
0.1447190913	"n02783161"	"dry ballpoint pen"
0.1431447042	"n02783161"	"cheap ballpoint pen"
0.1407504784	"n02783161"	"Cross ballpoint pen"
0.1358305166	"n02783161"	"old ballpoint pen"
0.1355542559	"n02783161"	"gold ballpoint pen"
0.1271636837	"n02783161"	"plastic ballpoint"
0.1258924373	"n02783161"	"ballpoint pen in the other"
0.1234820778	"n02783161"	"Parker ballpoint pen"
0.1103655438	"n02783161"	"blue ballpoint"
0.1103655438	"n02783161"	"blue Biro"
0.0996531278	"n02783161"	"red ballpoint"
0.0996531278	"n02783161"	"red Biro"
0.0915591357	"n02783161"	"black ballpoint"
0.0915591357	"n02783161"	"black Biro"
0.080414616	"n02783161"	"silver ballpoint"
0.0739300459	"n02783161"	"new Biro"
0.072887672	"n02783161"	"empty ballpoint"
0.0686987074	"n02783161"	"cheap ballpoint"
0.0639102557	"n02783161"	"Cross ballpoint"
0.0551684769	"n02783161"	"ordinary ballpoint"
0.0540703321	"n02783161"	"old ballpoint"
0.0535178106	"n02783161"	"gold ballpoint"
0.0493067541	"n02783161"	"A. Biro"
0.0469303725	"n02783161"	"Adam Biro"
0.0406215013	"n02783161"	"dozen ballpoint"
0.0293734545	"n02783161"	"Parker ballpoint"
0.0274705816	"n02783161"	"S. Biro"
0.0261794915	"n02783161"	"Val Biro"
0.0088869201	"n02783161"	"L. Biro"
0	"n02783161"	"Yvette Biro"
0	"n02783161"	"J. Biro"
0	"n02783161"	"Lajos Biro"
0	"n02783161"	"Mr. Biro"
0	"n02783161"	"Bokar Biro"
0	"n02783161"	"Jozsef Biro"
0	"n02783161"	
0.2140117691	"n02787622"	"plectrum banjo"
0.1837136153	"n02787622"	"stringed banjo"
0.1653142712	"n02787622"	"bluegrass banjo"
0.1523278351	"n02787622"	"tenor banjo"
0.1454041615	"n02787622"	"minstrel banjo"
0.1295417882	"n02787622"	"gourd banjo"
0.1143382968	"n02787622"	"string banjo"
0.1074235126	"n02787622"	"own banjo"
0.0831877849	"n02787622"	"banjo is played"
0.0826639204	"n02787622"	"little banjo"
0.0822308817	"n02787622"	"banjo is used"
0.0821503266	"n02787622"	"banjo was played"
0.0811934233	"n02787622"	"banjo was used"
0.0791116112	"n02787622"	"banjo was invented"
0.0771405872	"n02787622"	"banjo is tuned"
0.0705401795	"n02787622"	"new banjo"
0.0701079431	"n02787622"	"black banjo"
0.066938587	"n02787622"	"banjo is made"
0.0664150067	"n02787622"	"old banjo"
0.0659011287	"n02787622"	"banjo was made"
0.0641143499	"n02787622"	"banjo was brought"
0.0615188841	"n02787622"	"negro banjo"
0.0601065592	"n02787622"	"first banjo"
0.0589278801	"n02787622"	"good banjo"
0.0574466821	"n02787622"	"banjo was lying"
0.0572801844	"n02787622"	"mountain banjo"
0.0526476356	"n02787622"	"box banjo"
0.0513945815	"n02787622"	"banjo was introduced"
0.0364920327	"n02787622"	"de banjo"
0.0202374533	"n02787622"	"American banjo"
0	"n02787622"	"Willard banjo"
0.1520000645	"n02788148"	"balustrade in the same"
0.1477622532	"n02788148"	"balustrade in the form"
0.1461755235	"n02788148"	"banister in the hallway"
0.1424038189	"n02788148"	"balustrade in the hall"
0.1424038189	"n02788148"	"banister in the hall"
0.1397828903	"n02788148"	"balustrade in the foreground"
0.1380819338	"n02788148"	"balustrade in the gallery"
0.1371249425	"n02788148"	"balustrade in the background"
0.1284463093	"n02788148"	"balustrade in the Hero"
0.1230797557	"n02788148"	"staircase balusters"
0.1230797557	"n02788148"	"staircase banister"
