n02268443	dragonfly	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: adult dragonfly, blue dragonfly, giant dragonfly, green dragonfly, large dragonfly, male dragonfly, red dragonfly, small dragonfly, winged dragonfly, young dragonfly	[lemma] in the *: 	*_NOUN [lemma]: adult dragonfly, darner dragonfly, emerald dragonfly, hawker dragonfly, skimmer dragonfly, zone dragonfly
n02093428	pit bull terrier	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n02356798	fox squirrel	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: Eastern fox squirrel, Southern fox squirrel, big fox squirrel, black fox squirrel, eastern fox squirrel, large fox squirrel, mangrove fox squirrel, red fox squirrel, southern fox squirrel, western fox squirrel	[lemma] in the *: 	*_NOUN [lemma]: Delmarva fox squirrel, Michigan fox squirrel, Peninsula fox squirrel
n02356798	eastern fox squirrel	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n02356798	Sciurus niger	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: squirrel Sciurus niger	[lemma] in the *: 	*_NOUN [lemma]: Squirrel Sciurus niger
n02120079	Arctic fox	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: blue Arctic fox, white Arctic fox	[lemma] in the *: 	*_NOUN [lemma]: fox Arctic fox
n02120079	white fox	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: arctic white fox, beautiful white fox, good white fox, little white fox, nosed white fox, old white fox, pure white fox, small white fox	[lemma] in the *: 	*_NOUN [lemma]: Arctic white fox
n02120079	Alopex lagopus	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: Fox Alopex lagopus, fox Alopex lagopus, foxes Alopex lagopus
n03109150	corkscrew	[lemma] was *_VERB: 	[lemma] is *_VERB: corkscrew is turned	*_ADJ [lemma]: common corkscrew, double corkscrew, handed corkscrew, large corkscrew, little corkscrew, long corkscrew, narrow corkscrew, peculiar corkscrew, small corkscrew, tight corkscrew	[lemma] in the *: corkscrew in the cork, corkscrew in the drawer, corkscrew in the hands, corkscrew in the house, corkscrew in the kitchen	*_NOUN [lemma]: combination corkscrew, iron corkscrew, lever corkscrew, patent corkscrew, pocket corkscrew, steel corkscrew, stone corkscrew
n03109150	bottle screw	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n03930630	pickup	[lemma] was *_VERB: pickup was coming, pickup was going, pickup was gone, pickup was loaded, pickup was mounted, pickup was parked	[lemma] is *_VERB: pickup is amplified, pickup is attached, pickup is connected, pickup is located, pickup is mounted, pickup is moved	*_ADJ [lemma]: blue pickup, crystal pickup, magnetic pickup, new pickup, old pickup, red pickup, remote pickup, signal pickup, small pickup, sound pickup	[lemma] in the *: pickup in the driveway, pickup in the economy, pickup in the first, pickup in the growth, pickup in the morning, pickup in the next, pickup in the parking, pickup in the rate, pickup in the yard	*_NOUN [lemma]: Chevy pickup, Ford pickup, camera pickup, garbage pickup, hum pickup, noise pickup, phonograph pickup, pressure pickup, television pickup, vibration pickup
n03930630	pickup truck	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: battered pickup truck, black pickup truck, blue pickup truck, green pickup truck, new pickup truck, old pickup truck, red pickup truck, small pickup truck, ton pickup truck, white pickup truck	[lemma] in the *: pickup truck in the driveway, pickup truck in the parking, pickup truck in the yard	*_NOUN [lemma]: Chevrolet pickup truck, Chevy pickup truck, Datsun pickup truck, Dodge pickup truck, Ford pickup truck, GMC pickup truck, drive pickup truck, family pickup truck, farm pickup truck, ton pickup truck
n01632777	axolotl	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: Mexican axolotl, adult axolotl, amphibian axolotl, black axolotl, embryonic axolotl, larval axolotl, normal axolotl, regenerating axolotl, white axolotl, young axolotl	[lemma] in the *: 	*_NOUN [lemma]: 
n01632777	mud puppy	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: common mud puppy	[lemma] in the *: 	*_NOUN [lemma]: 
n01632777	Ambystoma mexicanum	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: axolotl Ambystoma mexicanum	[lemma] in the *: 	*_NOUN [lemma]: salamander Ambystoma mexicanum
n03710721	maillot	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: black maillot, blue maillot, green maillot, piece maillot, red maillot, white maillot, yellow maillot	[lemma] in the *: 	*_NOUN [lemma]: son maillot
n03710721	tank suit	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: black tank suit, blue tank suit, green tank suit, piece tank suit, red tank suit, white tank suit	[lemma] in the *: 	*_NOUN [lemma]: 
n02437312	Arabian camel	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: humped Arabian camel	[lemma] in the *: 	*_NOUN [lemma]: 
n02437312	dromedary	[lemma] was *_VERB: 	[lemma] is *_VERB: dromedary is confined	*_ADJ [lemma]: fine dromedary, good dromedary, humped dromedary, old dromedary, own dromedary, swift dromedary, tall dromedary, trained dromedary, white dromedary, young dromedary	[lemma] in the *: dromedary in the desert	*_NOUN [lemma]: fleet dromedary, term dromedary, word dromedary
n02437312	Camelus dromedarius	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: camel Camelus dromedarius
n03967562	plow	[lemma] was *_VERB: plow was developed, plow was drawn, plow was introduced, plow was invented, plow was left, plow was run	[lemma] is *_VERB: plow is attached, plow is drawn, plow is pulled, plow is put, plow is run, plow is started	*_ADJ [lemma]: common plow, drawn plow, heavy plow, horse plow, iron plow, new plow, old plow, small plow, sulky plow, wooden plow	[lemma] in the *: plow in the fall, plow in the field, plow in the fields, plow in the furrow, plow in the ground, plow in the hands, plow in the spring	*_NOUN [lemma]: disk plow, gang plow, iron plow, moldboard plow, shovel plow, snow plow, soil plow, steam plow, steel plow, subsoil plow
n03967562	plough	[lemma] was *_VERB: plough was drawn, plough was driven, plough was introduced, plough was invented, plough was known, plough was left, plough was passed, plough was restored	[lemma] is *_VERB: plough is drawn, plough is employed, plough is fit, plough is passed, plough is put, plough is run, plough is set	*_ADJ [lemma]: Scotch plough, board plough, common plough, furrow plough, heavy plough, light plough, own plough, single plough, small plough, wooden plough	[lemma] in the *: plough in the demesne, plough in the field, plough in the fields, plough in the furrow, plough in the ground, plough in the hands, plough in the seed, plough in the spring	*_NOUN [lemma]: drill plough, horse plough, iron plough, men plough, mole plough, snow plough, steam plough, subsoil plough, swing plough, wheel plough
n03916031	perfume	[lemma] was *_VERB: perfume was burning, perfume was diffused, perfume was gone, perfume was intoxicating, perfume was left, perfume was poured, perfume was wafted	[lemma] is *_VERB: perfume is added, perfume is distilled, perfume is extracted, perfume is obtained, perfume is prepared, perfume is wafted	*_ADJ [lemma]: agreeable perfume, delicate perfume, delicious perfume, delightful perfume, exquisite perfume, faint perfume, fragrant perfume, rich perfume, strong perfume, sweet perfume	[lemma] in the *: perfume in the darkness, perfume in the empty, perfume in the flower, perfume in the flowers, perfume in the garden, perfume in the mention, perfume in the room, perfume in the wilderness	*_NOUN [lemma]: choice perfume, flowers perfume, grape perfume, intoxicating perfume, musk perfume, soap perfume, summer perfume, sweets perfume, violet perfume, waste perfume
n03916031	essence	[lemma] was *_VERB: essence was concerned, essence was contained, essence was distilled, essence was expressed, essence was extracted, essence was known, essence was lost, essence was opposed, essence was taken	[lemma] is *_VERB: essence is concerned, essence is contained, essence is given, essence is kept, essence is supposed, essence is thought	*_ADJ [lemma]: Divine essence, divine essence, nominal essence, own essence, real essence, same essence, spiritual essence, true essence, very essence, whole essence	[lemma] in the *: essence in the Father, essence in the Godhead, essence in the case, essence in the most, essence in the sense, essence in the soul, essence in the universe	*_NOUN [lemma]: beef essence, class essence, coffee essence, inmost essence, life essence, living essence, material essence, son essence, vanilla essence, word essence
n03095699	container ship	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: American container ship, big container ship, cellular container ship, first container ship, full container ship, large container ship, largest container ship, modern container ship, new container ship, ton container ship	[lemma] in the *: 	*_NOUN [lemma]: U.S. container ship, cargo container ship
n03095699	containership	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: cellular containership, first containership, full containership, large containership, largest containership, modern containership, new containership	[lemma] in the *: 	*_NOUN [lemma]: 
n03095699	container vessel	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: cellular container vessel, first container vessel, large container vessel, modern container vessel	[lemma] in the *: 	*_NOUN [lemma]: 
n01930112	nematode	[lemma] was *_VERB: nematode was discovered, nematode was observed, nematode was reported	[lemma] is *_VERB: nematode is considered, nematode is known, nematode is transmitted	*_ADJ [lemma]: certain nematode, cyst nematode, golden nematode, intestinal nematode, knot nematode, living nematode, new nematode, other nematode, parasitic nematode, small nematode	[lemma] in the *: nematode in the soil	*_NOUN [lemma]: beet nematode, bulb nematode, citrus nematode, cyst nematode, knot nematode, lesion nematode, root nematode, rootknot nematode, soil nematode, stem nematode
n01930112	nematode worm	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: minute nematode worm, parasitic nematode worm, small nematode worm, tiny nematode worm	[lemma] in the *: 	*_NOUN [lemma]: 
n01930112	roundworm	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: Large roundworm, common roundworm, female roundworm, human roundworm, intestinal roundworm, large roundworm, long roundworm, parasitic roundworm, small roundworm, white roundworm	[lemma] in the *: 	*_NOUN [lemma]: cat roundworm, dog roundworm, nematode roundworm, pig roundworm, pork roundworm
n02704792	amphibian	[lemma] was *_VERB: 	[lemma] is *_VERB: amphibian is known	*_ADJ [lemma]: adult amphibian, early amphibian, embryonic amphibian, first amphibian, larval amphibian, other amphibian, primitive amphibian, tailed amphibian, urodele amphibian, young amphibian	[lemma] in the *: 	*_NOUN [lemma]: Catalina amphibian, Grumman amphibian, Guard amphibian, Navy amphibian, Seabee amphibian, adult amphibian, breathing amphibian, engineer amphibian, monoplane amphibian, word amphibian
n02704792	amphibious vehicle	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: armored amphibious vehicle	[lemma] in the *: 	*_NOUN [lemma]: 
n02412080	ram	[lemma] was *_VERB: ram was caught, ram was invented, ram was killed, ram was offered, ram was sacrificed, ram was substituted, ram was valued	[lemma] is *_VERB: ram is brought, ram is drawn, ram is driven, ram is forced, ram is lifted, ram is put, ram is raised	*_ADJ [lemma]: Confederate ram, battering ram, big ram, black ram, clad ram, hydraulic ram, ironclad ram, large ram, old ram, young ram	[lemma] in the *: ram in the act, ram in the cylinder, ram in the first, ram in the flock, ram in the fury, ram in the midst, ram in the place, ram in the thicket	*_NOUN [lemma]: B ram, Leicester ram, Merino ram, iron ram, merino ram, mountain ram, press ram, rebel ram, steam ram, water ram
n02412080	tup	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: Full tup, Sanskrit tup, best tup, good tup, old tup, shear tup, special tup, striking tup	[lemma] in the *: 	*_NOUN [lemma]: Leicester tup, Teviotdale tup, auld tup, hammer tup, tar tup
n03950228	pitcher	[lemma] was *_VERB: pitcher was broken, pitcher was deposited, pitcher was given, pitcher was going, pitcher was presented, pitcher was throwing	[lemma] is *_VERB: pitcher is broken, pitcher is covered, pitcher is going, pitcher is held, pitcher is rested, pitcher is throwing	*_ADJ [lemma]: best pitcher, broken pitcher, earthen pitcher, empty pitcher, golden pitcher, great pitcher, handed pitcher, large pitcher, little pitcher, small pitcher	[lemma] in the *: pitcher in the American, pitcher in the National, pitcher in the game, pitcher in the history, pitcher in the league, pitcher in the major, pitcher in the midst, pitcher in the well	*_NOUN [lemma]: baseball pitcher, cream pitcher, earthenware pitcher, glass pitcher, milk pitcher, relief pitcher, silver pitcher, star pitcher, stone pitcher, water pitcher
n03950228	ewer	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: brass ewer, bronze ewer, gilt ewer, gold ewer, golden ewer, large ewer, metal ewer, shaped ewer, silver ewer, small ewer	[lemma] in the *: ewer in the British, ewer in the shape	*_NOUN [lemma]: bedroom ewer, brass ewer, china ewer, copper ewer, cream ewer, glass ewer, silver ewer, stone ewer, water ewer, wine ewer
n03532672	hook	[lemma] was *_VERB: hook was attached, hook was baited, hook was fastened, hook was fixed, hook was passed, hook was published, hook was written	[lemma] is *_VERB: hook is attached, hook is baited, hook is fastened, hook is fixed, hook is inserted, hook is passed, hook is tied	*_ADJ [lemma]: baited hook, blunt hook, double hook, large hook, left hook, little hook, own hook, sharp hook, single hook, small hook	[lemma] in the *: hook in the ceiling, hook in the end, hook in the following, hook in the nose, hook in the nostrils, hook in the wall, hook in the water, hook in the wing	*_NOUN [lemma]: boat hook, brass hook, crane hook, crochet hook, fish hook, iron hook, steel hook, strabismus hook, switch hook, wire hook
n03532672	claw	[lemma] was *_VERB: claw was attached, claw was cut, claw was flashed	[lemma] is *_VERB: claw is attached, claw is broken, claw is considered, claw is fixed, claw is held, claw is retracted, claw is serrated, claw is supposed	*_ADJ [lemma]: curved claw, hind claw, large claw, long claw, middle claw, right claw, sharp claw, single claw, small claw, terminal claw	[lemma] in the *: claw in the male, claw in the shape	*_NOUN [lemma]: bear claw, cat claw, crab claw, hind claw, iron claw, lobster claw, poison claw, steel claw, thumb claw, tiger claw
n03345487	fire engine	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: common fire engine, drawn fire engine, first fire engine, little fire engine, modern fire engine, new fire engine, old fire engine, powerful fire engine, red fire engine, small fire engine	[lemma] in the *: fire engine in the city	*_NOUN [lemma]: London fire engine, Steam fire engine, automobile fire engine, city fire engine, hand fire engine, motor fire engine, steam fire engine, town fire engine, toy fire engine, village fire engine
n03345487	fire truck	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: big fire truck, first fire truck, modern fire truck, motorized fire truck, new fire truck, old fire truck, own fire truck, red fire truck, second fire truck, small fire truck	[lemma] in the *: 	*_NOUN [lemma]: Ford fire truck, France fire truck, LaFrance fire truck, airport fire truck, city fire truck, ladder fire truck, motor fire truck, town fire truck, toy fire truck, volunteer fire truck
n01665541	leatherback turtle	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: Atlantic leatherback turtle, Pacific leatherback turtle, female leatherback turtle, giant leatherback turtle	[lemma] in the *: 	*_NOUN [lemma]: 
n01665541	leatherback	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: Atlantic leatherback, Pacific leatherback, adult leatherback, female leatherback, giant leatherback, great leatherback, huge leatherback, large leatherback, marine leatherback, modern leatherback	[lemma] in the *: 	*_NOUN [lemma]: Pacific leatherback
